ul.	Irysowa
ul.	Karola Irzykowskiego
ul.	Jarosława Iwaszkiewicza
ul.	Iwonicka
ul.	Izbicka
ul.	Jabłonkowska
ul.	Stanisława Jachowicza
ul.	Jachtowa
ul.	św. Jacka
ul.	Maksymiliana Jackowskiego
os.	Jagiellońskie
os.	Władysława Jagiełły
ul.	Jagodowa
ul.	Stanisława Jakiela
ul.	Jałowcowa
park	Jana Pawła II
ul.	Jana Pawła II
ul.	Klemensa Janickiego
ul.	Janikowska
ul.	Janisławy
ul.	Józefa Janiszewskiego
ul.	Janosika
ul.	Janowo
ul.	Janowska
skwer	Bogdana Jańskiego
ul.	Hanny Januszewskiej
ul.	Stefana Jaracza
ul.	Jaraczewska
ul.	Kazimierza Jarochowskiego
ul.	Jarocińska
ul.	Mariana Jaroczyńskiego
ul.	Jaromińska
ul.	Jaromira
ul.	Jarosławska
ul.	Jarowa
ul.	Jarzębowa
ul.	Jasielska
park	ks. Józefa Jasińskiego
ul.	Jaskiniowa
ul.	Jaskółcza
ul.	Franciszka Jaśkowiaka
ul.	Jaśminowa
ul.	Jasna
ul.	Jasna Rola
ul.	Jasne Błonie
ul.	Jaspisowa
ul.	Jastarnicka
ul.	Jastrowska
ul.	Mieczysława Jastruna
ul.	Jastrzębia
ul.	Jawornicka
ul.	Jaworowa
ul.	Jęczmienna
ul.	Jedlicka
ul.	Jędrzejowska
ul.	Jeleniogórska
ul.	Jelitkowska
ul.	Jemiołowa
ul.	św. Jerzego
ul.	Jesienna
ul.	Jesionowa
ul.	Wincentego Jezierskiego
ul.	Jeziorańska
ul.	Jeżycka
rynek	Jeżycki
ul.	Jeżynowa
ul.	Jodłowa
ul.	Henryka Jordana
most	Biskupa Jordana
ul.	Jugosłowiańska
ul.	Junacka
ul.	Junikowska
ul.	Juracka
ul.	Juranda
ul.	Jerzego Jurandota
ul.	Juraszów
ul.	Jutrosińska
ul.	Jutrzenka
ul.	Juwenalisa
ul.	Kącik
ul.	Kacza
ul.	Kaczeńcowa
ul.	Ignacego Kaczmarka
ul.	Jacka Kaczmarskiego
ul.	Kadecka
ul.	Wincentego Kadłubka
ul.	Kajakowa
ul.	Michała Kajki
ul.	Kalinowa
ul.	Kaliowa
